rating,enrollment,grade_span,name,address
58,"1,211",9-12,Allen Park High School,"18401 CHAMPAIGN ROAD, Allen Park"
-,918,6-8,Allen Park Middle School,"8401 VINE STREET, Allen Park"
-,827,1-5,Allendale Elementary School,"3201 OAKWOOD BOULEVARD, Melvindale"
64,615,9-12,Allendale High School,"10760 68TH AVENUE, Allendale"
-,604,5-8,Allendale Middle School,"6561 LAKE MICHIGAN DRIVE, Allendale"
-,104,9-12,Alma Adult/Alternative Education School,"300 REPUBLIC AVENUE, Alma"
-,502,6-8,Alma Middle School,"312 E. DOWNIE STREET, Alma"
42,715,9-12,Alma Senior High School,"1500 N. PINE AVENUE, Alma"
-,382,3-5,Almont Elementary School,"401 CHURCH STREET, Almont"
74,632,9-12,Almont High School,"4701 HOWLAND ROAD, Almont"
74,421,7-12,Ash Grove High School,"100 N Maple Ln, Ash Grove"
-,498,PK-6,Ashland Elementary And Br. School,"3921 N Newstead, St Louis"
7,246,PK-6,Askew Elementary School,"2630 Topping, Kansas City"
50,635,K-6,Athena Elementary School,"3775 Athena School Rd, Desoto"
93,118,K-6,Atlanta Elementary School,"600 S Atterberry, Atlanta"
48,105,7-12,Atlanta High School,"600 S Atterberry, Atlanta"
10,316,PK-6,Attucks Elementary School,"2400 Prospect, Kansas City"
69,168,PK-6,Augusta Elementary School,"5541 Locust St, Augusta"
66,558,9-12,Aurora High School,"305 W Prospect St, Aurora"
51,321,7-8,Aurora Junior High School,"500 W Olive, Aurora"
44,383,PK-8,Auxvasse Elementary School,"650 E Harrison, Auxvasse"
37,522,PK-4,Ava Elementary School,"507 NE 3rd St, Ava"
65,57,K-5,Central Elementary School,"352 SCHOOL ST PO BOX 208, New Portland"
32,270,K-6,Central Grade School,"26 MERCER RD PO BOX 98, Norridgewock"
12,461,9-12,Central High School,"402 MAIN ST PO BOX 370, Corinth"
14,282,5-8,Central Middle School,"416 MAIN ST PO BOX 19, Corinth"
74,479,PK-3,Central School,"197 MAIN STREET, South Berwick"
60,349,K-6,Ansonia Elementary School,"PO Box 279, Ansonia"
85,212,9-12,Ansonia High School,"PO Box 279, Ansonia"
74,86,7-8,Ansonia Middle School,"PO Box 279, Ansonia"
61,254,1-6,Anthony Wayne Elementary School,"16 Farm Ave, Franklin"
-,328,K-4,Anthony Wayne Elementary School,"1745 S Clinton St, Defiance"
92,"1,329",9-12,Anthony Wayne High School,"5967 Finzel Rd, Whitehouse"
88,722,7-8,Anthony Wayne Junior High School,"6035 Finzel Rd, Whitehouse"
2,419,"P,K-8",Anton Grdina School,"3050 E 77th St, Cleveland"
79,359,K-6,Antwerp Local Elementary School,"303 S. Harrmann Rd, Antwerp"
92,231,9-12,Antwerp Local High School,"303 S. Harrmann Rd, Antwerp"
80,98,7-8,Antwerp Local Middle School,"303 S. Harrmann Rd, Antwerp"
2,619,K-8,Apex Academy School,"16005 Terrace Rd, Cleveland"
78,511,6-8,Atlantic Middle School,"86 HOLLIS AVENUE, Quincy"
49,691,K-8,Atlantis Charter School,"2501 SOUTH MAIN STREET, Fall River"
32,"1,828",9-12,Attleboro High School,"100 RATHBUN WILLARD DRIVE, Attleboro"
71,583,6-8,Auburn Middle School,"10 SWANSON ROAD, Auburn"
47,671,9-12,Auburn Senior High School,"99 AUBURN STREET, Auburn"
60,701,PK-5,Augustine C Whelan Mem School,"107 NEWHALL STREET, Revere"
63,242,1-5,Avery School,"123 HIGH STREET, Dedham"
39,381,7-12,Avon Middle High School,"287 WEST MAIN STREET, Avon"
48,390,9-12,Ayer High School,"141 WASHINGTON STREET, Ayer"
39,319,K-5,Beattyville Elementary School,"144 Broadway, Beattyville"
82,"1,061",6-8,Beaumont Middle School,"2080 Georgian Way, Lexington"
13,321,K-8,Beaver Creek Elementary School,"8000 Hwy 7 S, Topmost"
66,511,K-6,Beaver Dam Elementary School,"183 US Hwy 62 E, Beaver Dam"
32,223,K-8,Beckham Bates Elementary School,"6868 Hwy 7 N, Whitesburg"
-,136,K-8,Beckham Combs Elementary School,"450 Vest-Talcum Rd, Vest"
52,428,K-5,Bedford Elementary School,"204 Mt Pleasant Rd, Bedford"
-,82,K-6,Beech Fork Elementary School,"2761 Highway 421, Helton"
56,577,K-5,Beechgrove Elementary School,"1029 Bristow Rd, Independence"
91,463,7-12,Beechwood High School,"54 Beechwood Rd, Fort Mitchell"
-,675,-,Belfry High School,"27678 US 119 N, Belfry"
46,562,6-8,Belfry Middle School,"25259 US 119 N, Belfry"
89,212,"PK,K-5",Bayou Boeuf Elementary School,"4138 Highway 307, Thibodaux city"
58,865,"PK,K-8",Bayou Chicot Elementary School,"4576 Highway 167 North, Ville Platte city"
55,164,"PK,K-4",Bayou L'Ourse Primary School,"216 Lark Drive, Morgan City city"
43,211,4-6,Bayou Lacombe Middle School,"27527 St. Joseph, Lacombe CDP"
64,425,"PK,K-5",Bayou Vista Elementary School,"1155 Delmar Street, Morgan City city"
56,810,"PK,K-3",Bayou Woods Elementary School,"35614 Liberty Drive, Slidell city"
60,794,9-12,Beau Chene High School,"7076 Hwy. 93, Arnaudville town"
66,391,"PK,K-8",Beekman Junior High School,"15190 A. M. Baker Road, Bastrop city"
9,890,7-12,Belaire High School,"12121 Tams Drive, Baton Rouge city"
18,343,"PK,K-5",Belfair Montessori School,"4451 Fairfields Ave, Baton Rouge city"
60,640,"PK,K-12",Bell City High School,"7161 Highway 14 East, Bell City"
81,443,K-3,Bellaire Elementary School,"1310 Bellaire Boulevard, Bossier City city"
-,7-12,,279 Osseo IS ALC,"7300 BOONE AVE. N., New Hope"
-,7-9,,279 Osseo Middle ALC,"7300 BOONE AVE. N., New Hope"
-,KG-8,,279 Park Brook El. TS,"15425 BASS LAKE RD., Corcoran"
-,KG-8,,279 Zanewood El. TS,"7000 ZANE AVE. N., Brooklyn Park"
-,1-7,,279 Zanewood Summer School,"7000 Zane Ave. N., Brooklyn Center"
-,7-8,,279-Brooklyn Middle TS,"7000 ZANE AVE. N., Brooklyn Park"
-,7-8,,279-North View Middle TS,"5869 69TH AVE. N., Brooklyn Center"
-,1-6,,279-Oak View El. TS,"6710 E. FISH LAKE RD., Osseo"
-,7-8,,279-Osseo Middle TS,"10223 93RD AVE. N., Osseo"
-,KG-5,,280 Centennial El. TS,"7315 BLOOMINGTON AVE. S., Richfield"
-,3-5,,280 Richfield Interm. El. TS,"7020 12TH AVE. S., Richfield"
-,6-8,,280 Richfield Middle School TS,"7461 OLIVER AVE. S., Richfield"
72,85,PK-4,Almena Elementary School,"512 W BRYANT, Almena"
51,396,PK-4,Alta Brown Elementary School,"1110 EAST PINE, Garden City"
67,216,K-8,Altamont Elementary School,"705 E 6TH STREET, Altamont"
30,89,PK-5,Altoona-Midway Elementary School,"118 W 9TH, Altoona"
15,115,9-12,Altoona-Midway High School,"20704 US 75 HWY, Buffalo"
23,58,6-8,Altoona-Midway Middle School,"9TH & RIVER STREET, Altoona"
77,418,PK-6,Amanda Arnold Elementary School,"1435 HUDSON, Manhattan"
62,509,K-4,Amelia Earhart Elementary School,"19201 W. 23RD STREET SOUTH, Goddard"
74,177,K-8,Americus Elementary School,"800 8TH STREET, Americus"
75,319,PK-8,Andale Elem-Middle School,"500 WEST RUSH, Andale"
49,469,2-12,Andale High School,"700 WEST RUSH, Andale"
13,516,7-12,Anderson County Junior/Senior High School,"1100 WEST HIGHWAY 31, Garnett"
3,304,K-11,21st Century Charter Of Gary School,"556 Washington St, Gary"
1,210,5-12,21st Century Fountain Square L School,"1615 S Barth Ave, Indianapolis"
-,14,-,A B C Kids University School,"8160 E 42nd St, Indianapolis"
-,-,VO-ED,A K Smith Area Career Center School,"817 Lafayette St, Michigan City"
-,36,-,Abacus Child Care/Early Lrn Center School,"6726 Pointe Inverness Way, Fort Wayne"
-,206,PK-6,Abc Learn Cntr/Stewart Elementary School,"6691 W SR 46, Columbus"
96,508,K-5,Aboite Elementary School,"5004 Homestead Rd, Fort Wayne"
4,539,PK-6,Abraham Lincoln Elementary School,"2001 E 135th St, East Chicago"
16,804,K-5,Abraham Lincoln Elementary School,"5241 Brehob Rd, Indianapolis"
9,638,PK-5,Abraham Lincoln Elementary School,"4221 Towle Ave, Hammond"
-,-,K-12,Academy At Greenfield Park School,"PMB 192 1278 N State St, Greenfield"
-,12,7-12,3-B Dentention Center School,"950 ENVIRONMENTAL WAY, Idaho Falls"
22,221,4-5,A F Intermediate School,"254 TAYLOR ST, American Falls"
23,448,K-6,A H Bush Elementary School,"380 W ANDERSON ST, Idaho Falls"
-,426,6-8,Almont Middle School,"4624 KIDDER ROAD, Almont"
55,-,-,Alpena High School,"3303 S. 3RD AVENUE, Alpena"
44,504,9-12,Ava High School,"507 NE 3rd St, Ava"
55,431,5-8,Ava Middle School,"507 NE 3rd St, Ava"
95,137,K-8,Avenue City Elementary School,"18069 Hwy 169, Cosby"
95,440,K-5,Avery Elementary School,"909 Bompart Ave, St Louis"
31,164,K-8,Avilla Elementary School,"400 Sarcoxie St, Avilla"
-,159,K-8,B. Banneker Academy School,"8310 Holmes Rd, Kansas City"
3,314,PK-6,B. Banneker Elementary School,"7050 Askew, Kansas City"
85,633,K-5,Babler Elementary School,"1955 Shepard Rd, Glencoe"
-,308,PK-6,Baden Elementary School,"5814 Thekla, St Louis"
-,-,9-12,Bailey Educational Center School,"501 W Central, Springfield"
9,200,PK-5,Bakersfield Elementary School,"1201 0 Hwy, Bakersfield"
80,429,"K-6,P",Apple Creek Elementary School,"173 W Main St, Apple Creek"
80,433,K-5,Applewood Elementary School,"3891 Applewood Dr, Brunswick"
83,291,K-6,Arcadia Elementary School,"19033 State Route 12, Arcadia"
93,188,9-12,Arcadia High School,"19033 State Route 12, Arcadia"
77,93,7-8,Arcadia Middle School,"19033 State Route 12, Arcadia"
58,352,5-8,Ayer Middle School,"141 WASHINGTON STREET, Ayer"
64,430,PK-5,Ayers/Ryal Side School,"40 WOODLAND AVENUE, Beverly"
-,101,6-12,B B Russell Alternative School,"45 OAKDALE STREET, Brockton"
54,441,5-8,B F Brown Arts Vision School,"62 ACADEMY STREET, Fitchburg"
10,"2,721",9-12,B M C Durfee High School,"360 ELSBREE STREET, Fall River"
42,463,5-8,B.F.Butler Middle School,"1140 GORHAM STREET, Lowell"
73,277,1-5,Balch School,"1168 WASHINGTON STREET, Norwood"
23,177,PK-1,Baldwin Elc School,"121 COREY ROAD, Brighton"
70,213,K-4,Baldwinville Elementary School,"16 SCHOOL STREET, Baldwinville"
77,461,K-5,Bancroft Elementary School,"15 BANCROFT STREET, Andover"
60,606,K-5,Barbieri Elementary School,"100 DUDLEY RD, Framingham"
32,585,K-8,Bell Central Center School,"RR 1 Box  87-C, Pineville"
39,864,9-12,Bell County High School,"RR 1 Box 88, Pineville"
76,554,1-4,Bell Elementary School,"278 Kenny Davis Blvd., Monticello"
38,404,7-12,Bellevue High School,"201 Center St, Bellevue"
-,426,-,Belmont Elementary School,"814 Belmont St, Hopkinsville"
72,174,K-5,Ben Johnson Elementary School,"13598 S. Highway 259, Mcdaniels"
52,491,K-5,Bend Gate Elementary School,"920 Bend Gate Rd, Henderson"
76,491,K-5,Benton Elementary School,"208 W 11th St, Benton"
75,229,6-8,Benton Middle School,"906 Joe Creason Dr, Benton"
32,493,K-5,Berea Community Elementary School,"2 Pirate Pkwy, Berea"
-,264,6-8,Berea Community High School,"1 Pirate Pkwy, Berea"
20,516,6-8,Bernheim Middle School,"700 Audubon Dr, Shepherdsville"
72,900,K-8,Belle Chasse Academy,"100 Fifth Street NAS JRB, Belle Chasse CDP"
73,889,8-12,Belle Chasse High School,"8346 Highway 23, Belle Chasse CDP"
80,716,4-8,Belle Chasse Middle School,"13476 Highway 23, Belle Chasse CDP"
90,"1,055","PK,K-4",Belle Chasse Primary School,"539 F. Edward Hebert Blvd., Belle Chasse CDP"
67,463,7-8,Belle Place Middle School,"4110 Loreauville Road, New Iberia city"
28,165,5-8,Belle Rose Middle School,"7177 Highway 1, Belle Rose CDP"
15,301,"PK,K-4",Belle Rose Primary School,"7100 Highway 308, Belle Rose CDP"
77,739,"PK,K-1",Bellingrath Hills Elementary School,"6612 Audusson, Greenwell Springs"
13,425,"PK,K-8",Benjamin Banneker Elementary School,"421 Burdette Street, New Orleans city"
66,640,"PK,K-6",Benjamin Franklin Elem. Math and Science,"1116 Jefferson Ave., New Orleans city"
100,657,9-12,Benjamin Franklin High School,"2001 Leon C. Simon Drive, New Orleans city"
72,818,K-5,Benton Elementary School,"562 Highway 162, Benton town"
-,KG-5,,280 Sheridan Hills El. TS,"6400 SHERIDAN AVE. S., Richfield"
-,KG-8,,280-Richfield Dual Language,"7001 ELLIOTT AVE. S, Richfield"
-,9-12,,281 Armstrong Learning Lab ALC,"10635 36th Ave. N., Medicine Lake"
-,7-12,,281 Cooper High ABC ALC,"8230 47TH AVE. N., Crystal"
-,1-12,,281 Cooper Transition ALC,"8230 47TH AVE. N., Crystal"
-,KG-6,,281 Forest El. TS,"1751 KELLY DR., Crystal"
-,9-12,,281 Highview,"5400 CORVALLIS AVE. N., Brooklyn Center"
11,9-12,,281 Highview ALP,"5400 CORVALLIS AVE. N., Brooklyn Center"
-,KG-6,,281 Lake View El. TS,"4110 LAKE DR., Brooklyn Center"
-,1-6,,281 Meadow Lake El. TS,"8525 62ND AVE. N., New Hope"
-,6-8,,281 Middle Connections ALC,"7601 42ND AVE. N., Crystal"
-,1-6,,281 New Hope El. TS,"8301 47TH AVE. N., New Hope"
29,545,K-5,Anderson Elementary School,"2945 VICTORIA, Wichita"
23,715,9-12,Andover Central High School,"603 E. CENTRAL, Andover"
66,530,6-8,Andover Central Middle School,"903 E. CENTRAL, Andover"
35,688,9-12,Andover High School,"1744 N ANDOVER RD, Andover"
59,551,6-8,Andover Middle School,"1628 N ANDOVER RD, Andover"
5,274,PK-5,Anthony Elementary School,"570 EVERGREEN, Leavenworth"
69,340,PK-8,Anthony Elementary School,"215 S SPRINGFIELD, Anthony"
41,477,7-8,Antioch Middle School,"8200 W 71ST ST, Shawnee Mission"
62,354,K-6,Apache Elementary School,"8910 GODDARD, Shawnee Mission"
65,177,PK-8,Appanoose Elementary School,"600 SHAWNEE RD, Pomona"
66,666,PK-6,Arbor Creek Elementary School,"16150 S BROUGHAM, Olathe"
15,528,6-8,Argentine Middle School,"2123 RUBY AVENUE, Kansas City"
157,3-5,,3-5 Elementary School,"530 Lincoln, Denver"
288,PK-2,,A-D-M Elementary School,"1608 Grove St., Adel"
-,63,4-12,Academy Plus Of Indiana School,"488 Gradle Drive, Carmel"
-,-,9-12,Acs High Options Program School,"2109 Scatterfield Rd, Anderson"
46,562,K-4,Acton Elementary School,"8010 S Acton Rd, Acton"
80,511,K-5,Adams Central Elementary School,"222 W Washington St, Monroe"
82,384,9-12,Adams Central High School,"222 W Washington St, Monroe"
74,268,6-8,Adams Central Middle School,"222 W Washington St, Monroe"
8,335,PK-5,Adams Elementary School,"3000 New Haven Ave, Fort Wayne"
62,511,K-5,Adams Elementary School,"509 E 4th St, Sheridan"
39,"1,644",9-12,Adams High School,"808 S Twyckenham Dr, South Bend"
-,-,1-8,Adams School,"695 N Adams Rd, Rockville"
48,436,K-5,Adelaide De Vaney Elementary School,"1011 S Brown, Terre Haute"
-,31,-,Advent Lutheran Pre School,"11250 N Michigan Rd, Zionsville"
50,338,K-5,A J Winters Elementary School,"535 CLAY STREET, Montpelier"
33,298,PK-4,A W Johnson Elementary School,"735 N 600 E, Firth"
85,491,PK-6,A.B. Mc Donald Elementary School,"2323 E D ST, Moscow"
15,387,PK-5,Aberdeen Elementary School,"382 W WASHINGTON, Aberdeen"
39,255,9-12,Aberdeen High School,"268 S 4TH W, Aberdeen"
18,205,6-8,Aberdeen Middle School,"136 SOUTH 4TH STREET, Aberdeen"
51,276,PK-5,Acequia Elementary School,"20504 4TH ST ACEQUIA, Rupert"
-,24,5-12,Ada County Juvenile Center School,"6300 DENTON STREET, Boise"
-,-,9-12,Ada Prof-Tech Center School,"357 E WATERTOWER LN STE D, Meridian"
86,317,PK-4,Adams Elementary School,"110 N 2ND E ST, Rexburg"
27,190,6-12,Bakersfield High School,"1201 0 Hwy, Bakersfield"
82,75,K-6,Ballard Elementary School,"Rte 1 Box 497, Butler"
71,58,7-12,Ballard High School,"Rte 1 Box 497, Butler"
63,509,K-5,Ballwin Elementary School,"400 Jefferson, Ballwin"
6,27,K-12,Baptiste/Management School,"5401 E 103rd St, Kansas City"
6,313,K-6,Barbara Jordan Elementary School,"1500 N 82nd St, University City"
73,864,6-8,Barnwell Middle School,"1035 Jungs Station Rd, St Charles"
97,453,K-5,Barretts Elementary School,"1780 Carman Rd, Manchester"
38,470,K-5,Barrington Elementary School,"15600 Old Halls Ferry Rd, Florissant"
66,554,PK-8,Barry School,"2001 NW 87th Terr, Kansas City"
78,241,K-5,Bartley Elementary School,"603 S Bus 54, Fulton"
-,376,PK-2,Bayless Elementary School,"4530 Weber Rd, St Louis"
36,121,K-5,Bethel Elementary School,"304 Bethel Ridge Rd, Sharpsburg"
-,702,-,Betsy Layne Elementary School,"256 School St, Betsy Layne"
30,446,9-12,Betsy Layne High School,"P.O. Box 437, Betsy Layne"
73,198,K-5,Bevins Elementary School,"17275 E Big Creek Rd, Sidney"
63,156,K-8,Big Creek Elementary School,"47 Big Creek Rd, Avawam"
31,76,K-6,Big Creek Elementary School,"90 Bull Skin Rd, Bear Branch"
71,172,K-6,Big Creek Elementary School,"523 N Hwy 66, Oneida"
44,422,K-8,Black Mountain Elementary School,"1555 Hwy 215, Kenvir"
24,114,K-5,Blackberry Elementary School,"40 Big Blue Spring Road, Ransom"
20,251,K-8,Blaine Elementary School,"600 Highway 2562, Blaine"
23,410,K-5,Blake Elementary School,"3801 Bonaventure Blvd, Louisville"
49,434,K-5,Bloom Elementary School,"1627 Lucia Avenue, Louisville"
63,773,9-12,Benton High School,"6136 Highway 3, Benton town"
76,678,6-8,Benton Middle School,"6140 Highway 3, Benton town"
73,96,PK-6,Argonia Elementary School,"202 ALLEN, Argonia"
61,103,7-12,Argonia High School,"504 N PINE, Argonia"
1,846,9-12,Arkansas City High School,"1200 W RADIO LANE, Arkansas City"
42,658,6-8,Arkansas City Middle School,"400 E KANSAS AVE, Arkansas City"
37,449,6-8,Arrowhead Middle School,"1715 N 82ND STREET, Kansas City"
74,99,PK-6,Ashland Elementary School,"210 W 7TH, Ashland"
37,80,9-12,Ashland High School,"311 CLIPPER, Ashland"
73,36,7-8,Ashland Upper School,"311 CLIPPER, Ashland"
24,228,9-12,Atchison Co Community High School,"908 TIGER, Effingham"
55,229,5-8,Atchison Co Community Middle School,"607 8TH STREET, Effingham"
39,809,K-5,Atchison Elementary School,"825 N 17TH STREET, Atchison"
358,6-8,,A-D-M Middle School,"215 N 11th, Adel"
459,9-12,,A-D-M Senior High School,"801 Nile Kinnick Dr S, Adel"
307,PK-5,,A-H-S-T Elementary School,"412 N Chestnut, Avoca"
299,6-12,,A-H-S-T High School,"768 S Maple, Avoca"
19,-,,A.D.A.P.T Pre- School,"445 East North Street, Truro"
408,K-5,,Abbie Sawyer Elementary School,"4316 Ontario St, Ames"
"1,464",9-12,,Abraham Lincoln High School,"1205 Bonham Ave, Council Bluffs"
187,K-5,,Ackley Elementary School,"511 State St., Ackley"
168,K-6,,Adair-Casey Elementary School,"3384 Indigo Ave., Adair"
168,7-12,,Adair-Casey Junior-Senior High School,"3384 Indigo Ave, Adair"
337,PK-5,,Adams Elementary School,"3720 E 29th St, Des Moines"
564,K-5,,Adams Elementary School,"3029 N Division, Davenport"
282,4-5,,Adams Elementary School,"1026 N Adams St, Carroll"
-,19,1-10,Adventist Christian Academy School,"2230 N Martha St, Bloomington"
-,21,PK-1,Agape Garden Montessori School,"804 S Purdum Street, Kokomo"
-,40,PK-K,Agape Learning Center School,"3200 S 14th St, New Castle"
34,468,K-5,Akron Elementary School,"202 E Rural St, Akron"
44,229,K-5,Albany Elementary School,"700 W State St, Albany"
28,339,K-5,Albion Elementary School,"202 Cougar Ct, Albion"
32,264,K-5,Alexander Hamilton Elementary School,"2900 Lake St, Lake Station"
51,482,K-3,Alexandria-Monroe Elementary School,"800 N Central, Alexandria"
50,659,8-12,Alexandria-Monroe High School,"1 Burden Ct, Alexandria"
34,488,4-7,Alexandria-Monroe Intermediate School,"308 W 11th St, Alexandria"
87,147,PK-5,All Saints Catholic School,"121 Eel River Ave, Logansport"
-,9,K-12,Allen Co Juvenile Center School,"2929 N Wells, Fort Wayne"
62,488,9,9th Grade Academy School,"3115 Demorest/Mount Airy Hwy, Demorest"
-,408,3-5,A. S. Clark Elementary School,"401 15th Street North, Cordele"
-,825,PK-5,Abbotts Hill Elementary School,"5575 Abbotts Bridge Road, Duluth"
-,25,K-5,Albion Elementary School,"401 MARKET ST, Albion"
-,12,K-6,Almo Elementary School,"150 MAIN ST, Almo"
-,117,7-12,Alpha I Alternative School,"312 13TH AVE SOUTH, Nampa"
-,31,7-12,American Falls (Alt.) Academy School,"598 LINCOLN, American Falls"
22,484,9-12,American Falls High School,"2966 SOUTH FRONTAGE RD, American Falls"
77,674,K-6,Amity Elementary School,"10000 WEST AMITY ROAD, Boise"
76,371,K-5,Ammon Elementary School,"2900 CENTRAL AVENUE, Idaho Falls"
85,188,K-8,Anser Charter School,"1187 W RIVER STREET, Boise"
-,9,K-6,Arbon Elementary School,"4405 ARBON VALLEY HWY, Arbon"
85,116,K-4,Archer Elementary School,"7833 S 200 W, Rexburg"
15,188,PK-5,Arco Elementary School,"250 SUNSET DR, Arco"
45,478,3-6,Bayless Intermediate School,"4530 Weber Rd, St Louis"
42,235,7-8,Bayless Junior High School,"4530 Weber Rd, St Louis"
43,528,9-12,Bayless Sr. High School,"4532 Weber Rd, St Louis"
